#tid	superkingdom	kingdom	phylum	class	order	family	genus	OULU-49	OULU-296	OULU-341	OULU-372	OULU-479	OULU-560	OULU-638	OULU-644	OULU-685	OULU-785	OULU-13	OULU-74	OULU-169	OULU-301	OULU-331	OULU-360	OULU-393	OULU-402	OULU-444	OULU-461	OULU-488	OULU-494	OULU-545	OULU-794	OULU-29	OULU-102	OULU-228	OULU-232	OULU-255	OULU-314	OULU-335	OULU-386	OULU-390	OULU-481	OULU-486	OULU-500	OULU-516	OULU-648	OULU-701	OULU-68	OULU-226	OULU-277	OULU-308	OULU-342	OULU-408	OULU-497	OULU-574	OULU-583	OULU-647	OULU-115	OULU-139	OULU-152	OULU-171	OULU-183	OULU-661	OULU-703	OULU-709	OULU-722	OULU-833	OULU-835	OULU-847	OULU-848	OULU-869	OULU-870	OULU-878	OULU-884	OULU-888	OULU-895
1392389	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	NA	Intestinimonas	0	0	0	0	0	0	0	0	0	0	0.00105558503514062	0.000484813209463447	0.000235041128197416	0.00113014549250709	0.00144691954966903	0.000841343180277221	0.00106028428354851	0.000534053236362613	0.000305971731800002	0.001869119999792	0.000215591036992888	0.00137665965038415	0.00190413184370007	0.00098847812529019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013512011068731	0.00061395411349256	0.000500662763658456	0.00131590685587472	0.000679203579402864	0.000481062337962962	0.000930036454452994	0.000683653862644325	0.00431355855575764	0.00011348067294039	0.00197259313747029	0.000267621988431374	0	0.000115440521791159	0.000168480881155009	0	0.000106872033774803	0	0.000402142979879481	0.0029410272618008	0	0.000182710778347916	0	0	0	0.00120000817205565	0.000216972790270083	0.000426804050370438	0.000129690693845212
140410	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Myoviridae	P2virus	0	0	0	0	0	0	0	0.00303534250561113	0	0.000121150533062346	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303922498242935	0.00528239415681634	0	0	0.00155836478417989	0	0	0	0	0	0	0	0	0	0	0	0.00084774696848008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258846328763788	0.000140481333167852	0
1407493	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Myoviridae	NA	0	0.000175610388098958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000386891187755946	0	0	0	0	0	0	0	0	0	0	0.000187640739304513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1407607	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter	0	0	0	0	0	0	0	0	0	0	0.0375409090701363	0.0447968465551242	0.0231048609033324	0.00667302243088902	0.00525825470448105	0.0107665506975616	0.0251521716147733	0.0498156918830929	0.0414842248007124	0.00357805914261641	0.0411389778784836	0.0448998247477715	0.010271193886826	0.00392969230207072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00848438974168367	0.0999020793439316	0.0694676034611712	0.0473661067774163	0.0385425631193077	0.00393346911665991	0.0381145445149389	0.0115214050959388	0.00884207853455991	0.101763193455737	0.00325083165053879	0.000727825407742781	0.0011046876750028	0.000302431366989779	0.00599306134371083	0.000574682051614925	0.00325858201081567	0.000420711935274903	0.00172171275789154	0.00136770662924808	0.00772792806710177	0.000588042505061072	0.00235045941720443	0.00278173543863169	0.0028271461712761	0.000685234666448078	0.0053918193387967	0.00396119759176515	0.00232637244609259
141948	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	0	0	0	0	0	0	0	0	0	0.000144550636022799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1432051	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199751068668217	0	0	0.000189331177639925	0.000211901741832318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010138083335045	0	0	0	0	0.000300281459367892	0.000182021263227567	0.000110920626701541	0	0	0.000587863915173674	0.000301352239047137	0	0	0	0	0	0	0	0	0	0	0	0	0.000148010846622043	0	0	0	0
1472649	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	0	0	0	0	0	0	0	0	0	0	0.000100710480388992	0.000107300710330702	0.000104030499346397	0	0	0.00041851158197378	0	0	0.000351621990180465	0.000223551195998899	0	0	0	0.00139806149206546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000343301668446109	0	0.000493792789929264	0	0.000609803616135443	0	0.000551364096635239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1472762	Bacteria	NA	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	0	0	0	0	0	0	0	0	0	0	0	0.000705824672559333	0	0	0	0	0	0	0	0	0	0.000332402330140334	0	0.000114140938238512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00740440857696869	0	0.000106140515842907	0	0	0	0	0	0	0	0	0.000244891280781399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1473205	Bacteria	NA	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Senegalimassilia	0	0	0	0	0	0	0	0	0	0	0.000133370636177935	0.0016383408458164	0	0.00605368942093059	0	0.00149347564533794	0	0	0.000253421434365319	0	0.00011541055512477	0.0040131181319581	0.0109657882072027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105310608695318	0	0	0.000297172442757479	0	0.00991541473308934	0	0	0.000158150768612735	0.000295162048424616	0	0.0028865191087565	0	0.00587285911324168	0	0	0	0.00276904448210264	0	0.000680972958915408	0	0	0	0	0	0	0	0	0	0	0.000377343580990584	0.000651723486720654
1485	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	0	0	0	0	0	0	0	0	0	0	0.00201417960763673	0.0200661528379318	0.00115216553039455	0.00311833515510886	0.00861713687310336	0.00155707588574685	0.00307372241783857	0.000403252443709809	0.00106976605487587	0.00130731699414592	0.00125722604725729	0.00337664367027213	0.00555632456033877	0.00206428696843888	0	0	0	0	0.00019755080008074	0.000309800870540446	0.000271150761933641	0	0	0	0	0.0264144042619496	0	0	0	0.00126762041983985	0.00224658505211985	0.0035408895457103	0.00274030427698528	0.00300783585129494	0.00179809873875987	0.00406756822892351	0.00426265408399558	0.00342804269364263	0.000928355505148145	0.00363348419900476	0.000483443591985889	0.000501328021248341	0.00111740505067083	0.000736883853902556	0.000321251146866595	0.000257374897844306	0	0.000822956098104687	0.00381722432135755	0.00089494714718734	0.000102570436950061	0.000479828046716344	0.000340831891616999	0.000718914112188722	0.000598724077310966	0.000437325624007525	0.000443974213315284	0.00023549125987824
150022	Bacteria	NA	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	0	0	0	0	0.000508431479535606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000112550602145721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1501226	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	0	0	0	0	0	0	0	0	0	0	0.000110290526085809	0.00426988826666033	0.0382394635494251	0	0.000237871569952362	0	0.000112930456239043	0	0.0010924761834152	0.000128120685445667	0	0.00203067423502639	0.000134470836408603	0.000318622619077929	0	0	0	0	0.000290411176165264	0	0	0	0	0	0	0	0	0	0	0.00401246298244571	0.00886367938665189	0.00538693973590735	0	0.000801424223505659	0.00655114183854933	0.00225179562746165	0	0.00150907999010954	0	0.0013393289199306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150247	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000340131448959973	0	0	0	0	0	0	0
1504823	Bacteria	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0.0185041282646918	0.00810314364281092	0.00626637007857638	0.00649534156736002	0.000534543527987285	0.00134636508926004	0.00496477005767103	0.0204248037743109	0.00492647788386483	0.00118923636241454	0.018610729517609	0.0145447619587813	0.0217888955269302	0.00600211933742095	0	0	0	0	0	0	0	0	0	0	0	0	0.000153580887697531	0	0	0.0264015970211275	0.0031031907913783	0.0129924617183887	0.0126152157252739	0.0221868269245779	0.000804803911347009	0.023722824636403	0.0519659536076379	0.00208728381781888	0.020485011476118	0.00225057498882942	0	0.000197013152210436	0	0.000353771850226777	0	0.000102921958604872	0	0.000227231683786777	0.000327056367787482	0.00130034491460856	0.00115037490059708	0	0.000279651552066114	0	0	0	0.000124821184553041	0.00021103112901654
1505652	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	0	0	0	0	0	0	0	0	0	0	0.000302551443170384	0.000920396093022137	0.00029164139987872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010000540502189	0	0	0	0	0	0	0	0	0	0	0	0.000328162198686731	0.000193071065752283	0	0.000307931622799652	0	0	0	0	0	0.000341322273206339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1505657	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	0	0	0	0	0	0	0	0	0	0	0.00376055793786137	0.0694509197650889	0.0116242757965238	0	0	0.00114175431583131	0.000144840585155964	0.000616923738557856	0.00202478146026307	0.000848174537733777	0.000771223709586043	0.000780325470081545	0.000425512646688663	0.00495511073101021	0	0	0	0.00434946335285249	0.0588445683205017	0	0	0	0	0	0	0	0	0	0	0.00418981444027469	0.00806295402179194	0.0773791571329475	0.000348231814287753	0.00636055352011706	0.00362163760115874	0.0005169835878661	0.00123164695880532	0.000746474941664114	0.0032220491067512	0.00269410794275889	0	0.000557248915982656	0	0.000388832033591536	0	0.000228514348628054	0	0.000194021437698853	0.000510169933008598	0.00241087619238785	0	0.000443547438290541	0.000401782229891376	0	0	0	0.000229982182530912	0.000282391510794583
1505660	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Asaccharospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000412302498553142	0	0	0	0.000326352287729537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1505663	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	0	0	0	0	0	0	0	0	0	0	0.00337793611275526	0.0152115707005981	0.0155119244572374	0.00124716606122706	0.0104344288672305	0.000411731556345283	0.00204259825209694	0.00512405105174938	0.00592012350789906	0.0823756907099453	0.00111855538025138	0.00409218868624269	0.00795637948868043	0.0023384092217238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172350679061676	0.0039797027131563	0.005836529104745	0.00349032926661756	0.00505977636143485	0.00222766173977737	0.0190081523796206	0.00852997919805563	0.0189242669221081	0.00103839687418731	0.00925395487595241	0.00153491022250208	0.0010469177785991	0.00315159042544681	0.00222639006328309	0.00417791185047898	0.000110860395771613	0.000777204790207158	0	0.000693915141911201	0.0258962041990959	0.0230216710952182	0.000705643006039206	0.00085558434814952	0.000295141638036091	0.00100181573038598	0.0001638811160304	0.00119411535632348	0.000563945351841389	0.000110440590857161
1505664	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	NA	Gottschalkia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000186470600435333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1506553	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	0.000140830337992811	0	0	0	0	0	0	0	0	0	0.00615792937332311	0.00719119760572816	0.00341757640436674	0.00680262306074808	0.00577544811795758	0.0018263269035157	0.00513507074568581	0.00433424626553237	0.00613309471331608	0.0125649572225211	0.0047155826819527	0.00716378021809933	0.0143368091749531	0.0055055852559108	0	0	0	0	0	0	0	0	0	0	0	0	0.000125490725336392	0	0	0.00491048036414859	0.00470865154796537	0.00434400397890197	0.0050174961411549	0.00454011392640039	0.00695073378056617	0.00332372306663808	0.0327530550547611	0.00559921706681699	0.00642146807930571	0.00175672169976652	0.00603576484573281	0.00247741963871422	0.000887524011608533	0.00478890504597339	0.00212847759866503	0.00193522682736653	0.000302601391966403	0.00310827303230317	0.00655179756349859	0.0177181594799356	0.000987674207492124	0.00128424153673057	0.00308021709520488	0.00224970286830041	0.00140750958514027	0.00273054511481018	0.00349725318893276	0.000845614524037704
1506577	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	0	0	0	0	0	0	0	0	0	0	0.00560085671608654	0.00585400875353795	0.00389936871696984	0.00232783131326018	0.00142383939734002	0.00103196390082355	0.00211658855101775	0.0045719477060031	0.00375300124198703	0.00707732786370407	0.00274008317980009	0.00746382232139447	0.00646802023108585	0.00433277561541556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00205923692692754	0.00627842206542784	0.00300973661374611	0.00331156725326539	0.00393998076369863	0.00705921430778153	0.00900321248229463	0.01902895751361	0.00404986681011829	0.0226308042006689	0.000885555897802278	0.00181758350464544	0.0188858121729948	0.000509572303266811	0.00851065451072309	0.000217990778227079	0.00160762059301989	0	0.00143927066499563	0.0114197723429676	0.041048766494366	0.00274771170525186	0.000957196052177796	0.00110597613816757	0.00219811257320392	0.000682654648878158	0.000999982859779577	0.00137946309110473	0.000724213874544229
1508657	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	0	0	0	0	0	0	0	0	0	0	0.00163872781673169	0.00846508603886958	0.00194941935721292	0.0477512620711337	0.0016827911064213	0.000863253263097335	0.00357569444580556	0.000751214552360188	0.0122840095274939	0.0129918895066089	0.011001802918672	0.0161425031589471	0.00347523161594066	0.00226419861171259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000224040882721078	0.00405209330820699	0.00586000926206205	0.00543356999330637	0.043528366782791	0.00466590458931719	0.0516407409740011	0.116607989259445	0.00227322284370907	0.00447823964594646	0.00136440809093998	0.00148865991447503	0.00295340194377645	0	0.000115590522469162	0.000519672717888315	0	0.000129162457961575	0	0.000235781747142746	0.000350036815216794	0.000420938065173329	0	0.000174382924401642	0.000144530802145952	0.000227891303538256	0.000484403298786464	0.000653978410162355	0.000304152886410892	0.000129290691705201
1524881	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Podoviridae	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000395662286928018	0.000242450994049076	0	0	0	0	0	0	0	0.000126580878471297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1535326	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	0	0	0.757808348115368	0	0	0	0	0	0.00642739230305129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121510809261989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156454	Bacteria	NA	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Anaeroglobus	0	0	0	0	0	0	0	0	0	0	0	0.000100940668227224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1567486	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Myoviridae	NA	0	0	0	0	0	0	0	0.000488102010980286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000226570607209227	0.000138140549799388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1569	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	0.0002429705831294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157	Bacteria	NA	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0	0	0	0	0	0	0	0	0	0	0.000330251575300014	0.00143681951174517	0.00017012081657992	0.0001227605966165	0.000143970950208271	0	0	0.000104030630425621	0.000238981352634456	0.000137920737875948	0	0.000887076218404291	0.000161831006588861	0.000126991043866381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130571073294222	0.000459263077062616	0	0	0.000215951138062498	0.000341551659941067	0.000294672045023992	0.000125180707270996	0.000180591195513714	0.000106300630362738	0	0	0	0	0	0	0	0	0	0.000784885281716438	0	0	0	0	0	0	0	0	0
1573534	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	0	0	0	0	0	0	0	0	0	0	0.00972365638184095	0.0237333771149565	0.00283553361056133	0.00198291963698944	0.00302172994341763	0.000746402821402665	0.00242992981691646	0.00771156673209441	0.00197759119316615	0.00692214703348663	0.00349192679616789	0.00902342325419701	0.00351548186629721	0.00320391633619228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112696126362159	0.00445462984601997	0.00481341657005947	0.0106428754493811	0.00209305103037893	0.00506532461747764	0.00281681954872767	0.00378764140017391	0.00419584777651228	0.00364890163798671	0.000570803801553317	0.000265511972753958	0.000166512664202627	0	0.00110996580512116	0.000176980631820856	0.00109437082587682	0	0.000385402855835162	0.00242251716640924	0.00373104148675489	0.000281231198044904	0.000941605790729112	0.00160536890979745	0.000279211597090335	0.000398592714416385	0.0011851552410964	0.000583445536898145	0.000402182151674512
1573535	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	0	0	0	0	0	0	0	0	0	0	0.00152168725844822	0.00207509373712054	0.00105182504876023	0.000823164000577043	0.000153301011786678	0.000184890698886842	0.000571462308707727	0.000850295152788627	0.000718084064355805	0.000848904541639297	0.00102117491185133	0.0623384169923031	0.000520163235415325	0.000383843155190736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000823096765855414	0.00106439713146078	0.00161073889127868	0.00145746759340616	0.000843174443529318	0.00107732523580065	0.000728475055616886	0.00147955835950473	0.0102707479923517	0.00175969043496428	0.000137090913025481	0.000260151932928862	0.00018527296436743	0	0.000616963226717676	0	0.000114882186208004	0	0	0.000317286177561878	0.000980578787889576	0	0.000197003303745404	0.00010292057120917	0.000484102769067839	0.00127045865182342	0	0.000255912428608947	0
1573536	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	0	0	0	0	0	0	0	0	0	0	0.000217711038481654	0.000465293080240192	0	0.00014012068098651	0.000257891702085234	0	0.00012129049001358	0.000138890841678501	0	0.000103670554637467	0	0.000266251866425584	0.000238221481737617	0.000455423743583172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129021060553118	0.000161711083464259	0	0.000152930796769451	0	0.000159440774882166	0	0.000125230707553498	0.000140010926872336	0	0.000104260694376224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1573806	Bacteria	NA	Bacteroidetes	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Mariniphaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000395061129874831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000265851390402772	0.000757482704213255	0	0	0.00213226580008958	0	0	0.00010745045773895	0	0	0	0.000426392903735674	0	0	0
1578	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	0.00245719589727015	0	0.234557544173502	0.00253964731418427	0.134419011159323	0.000182750482461274	0	0.0019854081798817	0.0301248745333146	0.0234850633342787	0.00827881948996897	0.00908390013541891	0.00548623633393441	0.00116509566236492	0.00255480686172529	0.00201651762243661	0.00089079359880614	0.00713826325787535	0.0282778700527445	0.00231059236166913	0.00277182333247023	0.00789872537006484	0.00262957635596494	0.000937677707710757	0	0.0252716205810499	0	0.0020164761905819	0	0.000173920488716573	0	0	0.00018287088875252	0.0111753195028435	0	0.000271770866949066	0	0	0	0.00260474141097439	0.00463330104311699	0.00202328116851205	0.0130923582111863	0.00557243936675547	0.00741215602307827	0.0216903505310327	0.00250751416745505	0.00430614850670312	0.0176360045815072	0.00319753129555842	0.00142948062104102	0.00177174834797357	0.000261481181894943	0.0133425297814308	0	0.00592241270351375	0	0.00128418951584431	0.0393089653455554	0.00164948160406753	0.00295576259154864	0.0168920432795658	0.00891373947125407	0.000935615351719812	0.000210761435285374	0.0200571679351796	0.000990129396327971	0.00421598255550667
158483	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea	0.00235081564195754	0	0	0	0	0.000122970324641657	0	0	0	0.000125120550530422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158846	Bacteria	NA	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00711454457668665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158851	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Trabulsiella	0.00425093020223249	0	0	0	0	0	0	0	0	0.00036569160904308	0	0	0	0	0.000119090785999188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158876	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Yokenella	0.00408294979907952	0	0	0	0	0	0	0	0	0.000208070915512028	0	0	0	0	0.000259291711325295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162289	Bacteria	NA	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	0	0	0	0	0	0	0	0	0	0	0	0.000322812137016347	0	0	0.000188851246418226	0	0	0	0	0	0.000168260809334493	0.000539933784935832	0	0	0	0	0	0	0.00029323118758631	0.000184470518362157	0.000558721570007612	0	0	0	0	0	0	0	0	0.000235781938127531	0	0.000137320758010584	0	0	0	0.000590554098445443	0	0.000427252828413724	0	0	0	0	0.000112930510445907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1623298	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Siphoviridae	Phietavirus	0	0	0	0	0.0109018417243594	0	0	0	0.00237844825321544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000186640907074809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1623304	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Siphoviridae	Sfi21dt1virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022391107701228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000476102723307577	0	0	0	0
1623305	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Siphoviridae	Sk1virus	0	0	0	0	0	0	0	0	0	0	0	0.000866795738187788	0	0.000191690931617928	0	0	0	0.000310741883095812	0	0	0	0.000451303163635177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00271316817822679	0.000248841373604383	0	0	0.00054110262975878	0	0.000110030621673013	0	0	0	0	0	0	0.000215741128326101	0	0	0	0.000451143342972171	0	0	0	0	0	0.000641653670258994	0	0	0	0
1633384	Eukaryota	Fungi	Microsporidia	NA	NA	NA	Mitosporidium	0	0	0	0	0.000158150460217839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1635148	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Sanguibacteroides	0	0	0	0	0.000887492582603415	0	0	0	0.00015282053028724	0	0.000237681133739008	0	0	0.000219251065560179	0	0.00357202350224884	0.000844963413652191	0	0	0	0.000275501325161374	0	0	0	0.000353220946632137	0	0	0	0.00107498435368663	0.00194037545245502	0	0	0	0	0	0.000137000437031394	0.000662603829850136	0.00264201083224442	0	0	0	0	0.000264711379146285	0	0.000121410590055468	0.000132780921499595	0.00046485262641734	0	0	0.0001014506756615	0.00447980328493841	0	0.0014782666817654	0.000358501874964806	0.00577210060639917	0	0.000786583618284645	0	0.000110152144662257	0	0.000424151806886697	0.00318897347908525	0.00377336094215323	0	0	0	0.000430294083490852	0.00193571035605041
1637	Bacteria	NA	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113053317679823	0.000668401878209278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1637257	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Mageeibacillus	0	0	0	0	0	0	0	0	0	0	0	0.000155061026503996	0	0	0	0	0	0	0	0	0	0.000111590782251384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
