#tid	superkingdom	kingdom	phylum	class	order	family	genus	species	OULU-49	OULU-296	OULU-341	OULU-372	OULU-479	OULU-560	OULU-638	OULU-644	OULU-685	OULU-785	OULU-13	OULU-74	OULU-169	OULU-301	OULU-331	OULU-360	OULU-393	OULU-402	OULU-444	OULU-461	OULU-488	OULU-494	OULU-545	OULU-794	OULU-29	OULU-102	OULU-228	OULU-232	OULU-255	OULU-314	OULU-335	OULU-386	OULU-390	OULU-481	OULU-486	OULU-500	OULU-516	OULU-648	OULU-701	OULU-68	OULU-226	OULU-277	OULU-308	OULU-342	OULU-408	OULU-497	OULU-574	OULU-583	OULU-647	OULU-115	OULU-139	OULU-152	OULU-171	OULU-183	OULU-661	OULU-703	OULU-709	OULU-722	OULU-833	OULU-835	OULU-847	OULU-848	OULU-869	OULU-870	OULU-878	OULU-884	OULU-888	OULU-895
1650663	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fournierella	Fournierella massiliensis	0	0	0	0	0	0	0	0	0	0	0.00241052149818755	0.00200370326451561	0.00041708200199361	0.00104802509340195	0.00260934722169166	0.000511801934611313	0.000592172392376465	0.00131576797355392	0.000531623008986231	0.00154366825862518	0.00109921528722553	0.00191028339108657	0.00224592396964709	0.00227414869350226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171764411903466	0.00123224825606332	0.00121710671842909	0.00159626831655793	0.000548462890399433	0.00148815723244415	0.00106887741800928	0.01506774513276	0.00537965561332016	0.000457482712872487	0.000758265050045232	0.000214741595530055	0	0.000215270973024798	0.0001572008221603	0	0.00011454217973768	0	0.000138331025032895	0.000390217597536626	0.000157783023122723	0.000105540449602315	0.000589139879875786	0.000189351050898333	0.000130830748351881	0.000480393271478178	0.000775289970229017	0.000556275279052398	0.000118160632159382
165179	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	0	0	0	0	0	0	0	0	0	0	0	0.000755074998596492	0	0.080464981059808	0	0.000115210435495446	0	0	0	0	0	0.0025194076610477	0.000215021337432719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119096078969769	0	0	0	0	0	0	0	0.204274642298132	0	0	0	0.000139722235555769	0.000163350738345338	0.000619143238119136	0	0.000166473167984387	0	0	0	0	0	0	0	0	0	0	0	0
1653434	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis	0	0	0	0	0	0	0	0	0	0	0.000155230740450632	0.00047621315253107	0.000453772178106455	0.000125990612314376	0	0	0.000419791695958452	0.00490349971520828	0.00253293433640835	0.0216398157730144	0.000735013535415105	0.000293522057589624	0.00650385045394983	0.000378933114830204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115240947280586	0.00106656714599988	0.000103850573255165	0.00654217408472698	0.000256231350339216	0.000928384511948728	0.000104050722112011	0.00175847993541164	0.000163511082443366	0.00707332194479913	0.00100616670107023	0	0	0.000119080538244033	0	0	0	0	0	0.000214684179900983	0.000144232763499749	0.000283511207757745	0	0	0	0	0	0	0
1653435	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Merdimonas	Merdimonas faecis	0	0	0	0	0	0	0	0	0	0	0.000419902002932554	0.00103723686650806	0.00233309119883776	0.000279111356481193	0.00038476253943276	0	0.000540582183952023	0.000462312801615578	0.000437512476320616	0.00160979861242258	0.000158260761234261	0.000423622969597017	0.00176948100617186	0.000857167045913117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022984188930033	0.00202851359104106	0.000282281558194202	0.000539082808621433	0.000245021291262205	0.00116332565376268	0.000277841928222982	0.000964035446800275	0.001154627643635	0.000632443750391439	0.000369632461752195	0.000210201561797604	0	0	0.000249671305780929	0	0	0	0	0.000230064479355414	0.00013421257151287	0	0	0	0	0	0	0.000229812180917597	0
1655644	Viruses	NA	ssDNA viruses	NA	NA	Microviridae	NA	Parabacteroides phage YZ-2015a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152490617587001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1655645	Viruses	NA	ssDNA viruses	NA	NA	Microviridae	NA	Parabacteroides phage YZ-2015b	0	0	0	0	0	0	0	0	0.00036296125947557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1660	Bacteria	NA	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces odontolyticus	0	0	0	0.000517411490145092	0	0	0	0	0	0	0	0	0	0.000520572529982496	0.00012212080599732	0	0.000253971026042945	0.00116084703473303	0	0.000178750956317616	0.000154150741465066	0.000321372252819492	0	0.000163611344885255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000239291966979968	0.00152250020075134	0.00036460201260311	0	0	0	0	0.000637223600313342	0.00100449664976782	0.000560023320938293	0.000534033556663486	0	0	0	0.000132650693763128	0	0.00014008266577313	0	0	0	0	0.000217710927448551	0	0	0	0	0	0.000106251008322069	0
166486	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis	0	0	0	0	0	0	0	0	0	0	0.00557503659292455	0.00628036157599364	0.00323435552490652	0.00127719620717357	0.00231487527817684	0.00117460444000478	0.00189660766229496	0.00187912138747561	0.0131028241619848	0.00173758929610273	0.00361191737332256	0.00365707563610021	0.00321632000551044	0.00174332433012599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00174337433053699	0.00329518207771992	0.00271142496706582	0.00561850927243331	0.0201381061278193	0.00490956386048036	0.00231416606031246	0.0016633393978676	0.00320636122611132	0.00359598132416925	0.000483903222795463	0.00133792994081946	0.00128796060736972	0.00206501933388739	0.0102663236928729	0.0033500619597212	0.0006428422332877	0.000135350622612864	0.0500020905154907	0.00183606574820012	0.00819540702399858	0.00313945337407137	0.00825270839791985	0.0040191523062953	0.0120466389067745	0.000201141369772728	0.0140161402475636	0.00164812564071233	0.00151885812589097
166939	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Allofustis	Allofustis seminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176830496893696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1673717	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaeromassilibacillus	Anaeromassilibacillus senegalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149430989233149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1673723	Bacteria	NA	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Murdochiella	Murdochiella massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109270898206783	0	0	0	0	0	0	0	0.00045201299232601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1680	Bacteria	NA	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	0.000713941713460113	0	0	0	0	0	0	0	0.000208550723671011	0	0.0604876585261312	0.0120983100908128	0.0595361957737398	0.00588679860984125	0.00163077076308704	0.000335431267930193	0.00907851667720738	0.164021293969042	0.00816335620459612	0	0.00870062184999109	0.0175661531387335	0.00256170593381091	0.0717927401363239	0	0.0596665074726997	0.000458791312143152	0.00101297310982745	0	0	0	0	0	0.00179274473284609	0.000398961635742707	0	0.000757184376525696	0	0.00675175660192101	0.0202268962650873	0.0392904732461707	0.19389888032182	0	0	0	0.000129070895752016	0	0.0430012746684383	0.0410991837181594	0.0289740229669929	0	0.00930427886846191	0	0.000301311575859542	0	0.0204642694350474	0.00289029329534916	0.000277512056364338	0	0.00036975708454574	0.00864337682078526	0	0.00171371951114329	0.000228381306341072	0.0059234603387649	0.00557888174441923	0.000843008000145921	0.0119939341675478
1681	Bacteria	NA	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	0.0011281927076625	0	0	0	0	0	0	0	0	0	0.000298101421943783	0.00546273616331341	0.00156758752442012	0.000243131181617543	0	0.00232035877095615	0	0.00127953775399879	0.00211720198336323	0	0.000157400757097642	0.000236451657526119	0.000102290636247758	0.000273222245886861	0	0.285068734573564	0	0.161835556835159	0	0	0	0	0	0.005624634849036	0.365444348321828	0.000386101231662929	0.000659773813492642	0	0.0187658739375433	0.000180571484297601	0.00135496907829282	0.0247874068264857	0.000111370580240723	0.000154230812796384	0	0.000137580954811826	0	0.0441322821557079	0.000626813717005342	0.0504236558215477	0.011834807932623	0.00123366973871582	0	0.000263331377223103	0	0.00221605217147282	0.00317126458781711	0.000233691731655732	0	0.00175591364330541	0.0003802116197015	0	0	0.0529345827858135	0.00520223542722325	0.0174984850305175	0.15674765753527	0.0219659775179797
1683	Bacteria	NA	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium angulatum	0	0	0	0	0	0	0	0	0	0	0.00100882481209435	0.000329282179848031	0.00145470698259352	0.000111140540143025	0	0	0.000399681614713724	0.00358702173735173	0.000333111885413272	0	0.000267751287883695	0.00037891265617772	0.000114330711137023	0.00169476393095951	0	0.00167734667583977	0	0.000682462095158632	0	0	0	0	0	0.000201370531618203	0.000384471576333463	0	0	0	0.00201485793854028	0.000500934117678447	0.000645424324342973	0.00424685344263101	0	0	0	0	0	0.000769595094719528	0.000831704932010246	0.000829505524506792	0	0.000347525560408967	0	0.000140670735707948	0	0.000529730080763437	0	0.000211121564410792	0	0	0	0	0	0	0	0.000106671371793841	0.000376033568558566	0.000110540591392164
168384	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	Marvinbryantia formatexigens	0	0	0	0	0	0	0	0	0	0	0.000566592702647192	0.000701574644424147	0.000341691640119873	0.000270961316872	0.000322342127458041	0	0.000192180776410337	0.000569513451251515	0.000199651130025396	0.000309651656636363	0.000210611013038973	0.00148905043824357	0.0002274514147478	0.000308962539672076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031938262532518	0.00216641451497725	0.000309431708063029	0.00185238965095008	0.000238301255847619	0.000466192265694411	0.000614134262091779	0.00125534709271107	0.000898095945395159	0.000111420660724518	0	0.000113620844202873	0	0	0.000159960836595175	0	0.000123582351772154	0	0.000203231505945459	0.000241594703848885	0.000114352190987979	0.000184720786910552	0	0	0	0	0.000133261713745639	0.00015667148681241	0
1684	Bacteria	NA	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium asteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000340300898394372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000505519620038369	0	0	0	0.000208653997810598	0	0	0	0	0	0	0	0
1685	Bacteria	NA	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve	0.00478399148157956	0	0	0	0.00668605945643302	0	0	0	0	0	0.00079902381134358	0.000306962032088653	0.000742073561953098	0.000256641247276462	0	0	0.00077317312361942	0.0018733613525698	0.000996725641467132	0.000420882251720047	0.000314741513906682	0.000278431951807982	0.000444372763998593	0.000509384187138018	0.000107020286814369	0.00417731662572017	0.000113240323867326	0.00166043509753575	0	0	0	0.000711052289588372	0	0.832584468022995	0.00476897955281617	0.018702489660942	0.00187010080918268	0	0.00999587938376477	0.000125771033837898	0.00073647493438206	0.000672163710343682	0.000188550982350618	0	0.000118250574697793	0.000100160695115224	0.00055414313090869	0.000424092807494386	0.00166581987831188	0.000493653287730895	0.00026302195425312	0.0734298448775181	0	0.0115785405557671	0.000355281268354129	0.431159404963476	0.00235572083631585	0.000255011889638102	0.000730304219023147	0.25753454436187	0.00388838656452677	0.000217783652231848	0	0.000527943019834074	0.000356782429688346	0.00388889001112554	0.0359052907412091	0.00521494789997127
1686	Bacteria	NA	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium catenulatum	0.000747241793380304	0	0	0	0	0	0	0	0	0	0.00164602785155285	0.000473633135451357	0.00564544709814608	0.00408917987341419	0.000185611225034085	0.000913253452098049	0.0170395788398985	0.0888192882448869	0.0378056339798883	0	0.00783809770124994	0.000839375884024947	0.000710724420705898	0.00322075647461822	0	0.0570986972528151	0	0.0063023893483353	0	0	0	0	0	0.000697901842460864	0.00304214247278414	0	0.000356402060003907	0	0.428847739660094	0.0114492241126222	0.00246722653041775	0.00720516977253715	0	0	0	0.00112724782309989	0	0.00182243206450027	0.0013592280602224	0.0217222546702161	0.000388552886947951	0.0283804240867854	0	0	0	0.00239117550406984	0	0.0023147171520541	0.000512869985578621	0.000317806089164669	0.000102300435799857	0	0	0.00150546861128046	0.000302232058200316	0.000116291495508632	0.00396127759252435	0.000689673689754241
1689	Bacteria	NA	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	0	0	0	0	0	0	0	0	0	0	0.000236661128873585	0.000366052423267042	0.000263981267110082	0	0	0	0	0.00153906932676012	0.000284771611807323	0	0.000105290506447336	0	0	0.000352222895272199	0	0.000297271183139309	0	0	0	0	0	0	0	0	0	0	0	0	0.00118183465642855	0	0.000116030777406209	0.000795734392453848	0	0	0	0	0	0.000233561546177436	0.000119680709706608	0.000349962330749122	0	0.00162027592441479	0	0.000539632822279661	0	0.000625661906346078	0	0	0	0	0.00240724025484349	0.000803643477101112	0	0	0	0	0.000105330999591186	0
1691903	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Mangrovibacter	Mangrovibacter phragmitis	0.000335390804937932	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104790691618565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169292	Bacteria	NA	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium aurimucosum	0	0	0	0.00086194248239435	0.000575851675728377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128532520556708	0	0.016700656928846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164512632202115	0	0	0	0	0	0	0	0	0.000931073966375097	0	0	0	0	0	0	0
1693	Bacteria	NA	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium minimum	0	0	0	0	0	0	0	0	0	0	0	0.000292141933979603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000713553938817743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169435	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis	0	0	0	0	0	0	0	0	0	0	0.00176040839714806	0.00157544042941564	0.000389031867352964	0.00137616668817011	0.0131574768393471	0.000367631389646653	0.00137464555356804	0.000196101188373202	0.000737024171556811	0.000534622860232302	0.00127966615519421	0.00233294635395394	0.0027267769605527	0.00433644564558321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00140791157303313	0.000651634365950252	0.000517542856836571	0.00219702144648174	0.00147869779273737	0.000826904018753531	0.00126390877152687	0.00125332708129801	0.00141262935160631	0.00036798218213434	0.000801365337093144	0.000678815043595775	0.000116771868349894	0.000809943660945349	0.00062697327907025	0.0002275508123564	0.000209043978106903	0	0.00099366736307516	0.0014598284228594	0.000481559226674783	0.000142980609097395	0.000357115988835133	0.000442602456443634	0.00127312728228805	0.000472303216384903	0.000292493761469773	0.000772137327583239	0.00022393119803191
1702221	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	Faecalibaculum rodentium	0	0	0	0	0	0	0	0	0	0	0	0.000215331425494037	0	0.000106240516328909	0.000423112792544431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001492610000487	0.000131620726546411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1720063	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas yangmingensis	0	0	0	0	0	0	0	0	0	0.000110410485806138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1720200	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus rubiinfantis	0	0	0	0	0	0	0	0	0	0	0.00026150124736095	0.000279231848514837	0	0.000184450896431357	0	0	0	0	0	0	0	0.000230381614975121	0	0.000212501746764358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144400967486482	0.000152300840700641	0.000157090818443164	0	0.000113000549182669	0.00017502121464723	0.000157910892196541	0.000322002131654112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000230262185188137	0
1720313	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Bittarella	Bittarella massiliensis	0	0	0	0	0	0	0	0	0	0	0.000509712431328298	0.000330302186600476	0.000281711352214491	0.000514332499655949	0.000824265440151905	0	0.000552942233886625	0.00026631161384838	0.000365652069590714	0.000518002771314826	0.000216341040600405	0.00122598859418004	0.000750424667641434	0.00031804261431029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00024035197569324	0.00075829508057704	0.000269781489193821	0.000406642118605438	0.000216501140961013	0.000361481756801338	0.00045657316861779	0.00141744800858125	0.000250261656732168	0.000568733372588899	0	0	0	0	0	0	0	0	0	0	0.000577931073159362	0	0	0	0.000254721457006734	0	0.000124231597618345	0.000208791981435904	0
1723382	Bacteria	NA	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Urinacoccus	Urinacoccus massiliensis	0	0	0	0	0	0	0	0	0	0	0.000104330497656474	0.000179271186775257	0.000122630588626826	0	0	0	0	0	0	0	0	0.000161271130510625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1732063	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Siphoviridae	Spbetavirus	Staphylococcus phage SPbeta-like	0	0	0	0	0.000139070404694878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1732064	Viruses	NA	dsDNA viruses, no RNA stage	NA	Caudovirales	Siphoviridae	NA	Staphylococcus phage StB20-like	0	0	0	0	0.00010514030595829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123558600494799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1735	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella biformis	0	0	0	0	0	0	0	0	0	0	0.00152168725844822	0.00207509373712054	0.00105182504876023	0.000823164000577043	0.000153301011786678	0.000184890698886842	0.000571462308707727	0.000850295152788627	0.000718084064355805	0.000848904541639297	0.00102117491185133	0.0623384169923031	0.000520163235415325	0.000383843155190736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000823096765855414	0.00106439713146078	0.00161073889127868	0.00145746759340616	0.000843174443529318	0.00107732523580065	0.000728475055616886	0.00147955835950473	0.0102707479923517	0.00175969043496428	0.000137090913025481	0.000260151932928862	0.00018527296436743	0	0.000616963226717676	0	0.000114882186208004	0	0	0.000317286177561878	0.000980578787889576	0	0.000197003303745404	0.00010292057120917	0.000484102769067839	0.00127045865182342	0	0.000255912428608947	0
1736	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium limosum	0	0	0	0	0	0	0	0	0	0	0.000220931053841127	0	0	0	0.000249381645918863	0	0.000119760483832355	0	0	0	0	0.000329832312124508	0.000137650856188326	0.00024108198169389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000360342962019147	0	0.000235741301291983	0.000128730670686794	0.000108660572641218	0	0.000228571586286809	0.000268791518672081	0	0	0	0	0	0	0	0	0	0	0	0.000177003446257099	0	0	0	0	0.000149500855144891	0	0	0	0
1744	Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165141000754465	0	0	0	0	0.000907485644560711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000581743897684114	0.00766689232124562	0.00010756056039052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1745713	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Bariatricus	Bariatricus massiliensis	0	0	0	0	0	0	0	0	0	0	0.000135070644286973	0.000919366086203492	0	0.000151710737314183	0	0	0	0.000121040733506845	0	0.000772594133378613	0	0.000199051395350281	0.000207181288667616	0.000156061282823745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105500867217128	0.000120490807288409	0.000133680737917674	0.000507702645130781	0.000193661020593579	0.000372241809095192	0.000106530739323331	0.000518452929259051	0.000272361803035136	0.00011745069648263	0	0	0	0.000264691196404208	0	0	0	0	0	0.000169773305486258	0.000200633844144454	0	0	0	0	0	0	0	0
1747	Bacteria	NA	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	0	0	0	0	0.00217848633939525	0	0	0.000100280413155302	0.000124730432814602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000821093137490201	0	0.000106100554905902	0	0	0	0	0	0.000100391923509254	0.0149840138318989	0.000128672157832087	0	0	0	0.000132371702300092	0.00019776187676021	0
174709	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	Allobaculum stercoricanis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113990799075501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1776381	Bacteria	NA	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Olegusella	Olegusella massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125200708636011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000315866010930188	0	0	0	0	0	0	0	0	0	0	0	0
1776382	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Neglecta	Neglecta timonensis	0	0	0	0	0	0	0	0	0	0	0.000259481237725504	0.00160356061557128	0	0.000278831355120386	0.000186621231700129	0.000118140446570888	0.00026896108660279	0.00028700173923054	0	0.00060686324671837	0	0.000311692184962216	0.000761374735750858	0.000442993641407732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035623292823467	0.00100878675887128	0.000160670886903296	0.000541712822323805	0.000113510598200853	0.000343961671653724	0.000212371473858029	0.000524552963724246	0.000476743156039693	0.000118650703598672	0.000308492054557083	0	0	0	0	0	0	0	0	0.000141622757395087	0.000890907069779457	0	0	0	0	0	0	0	0
1776384	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Emergencia	Emergencia timonensis	0	0	0	0	0	0	0	0	0	0	0.00102627489533125	0.00163015079159824	0.000459212204218581	0.000744583618676387	0.000395892612891245	0.000226960857912043	0.000846583420197018	0.00163180988876793	0.000493962795829425	0.00270189445513533	0.000512412464703955	0.000703854934023087	0.000807215020877431	0.000532124374062355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102202840107346	0.00135909910596401	0.000778214295742914	0.00154076802740142	0.000513112704103951	0.000566972755487591	0.000506023511803172	0.00115293651409131	0.00378142503303372	0.000835284953239772	0.000209551395612294	0.00023294173075706	0.000504778076449224	0	0.000225411178900466	0.000135640484236529	0.000233564444731383	0	0.000349622590703397	0.00101448975211548	0.00298292715288425	0	0.000124122081527307	0.000371822063612453	0.000280541604697979	0.000382902607566757	0.000908231679859403	0.000384393647895719	0.000190631019875956
1776391	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Romboutsia timonensis	0	0	0	0	0	0	0	0	0	0	0	0.00407407697038955	0.0381031528951339	0	0.000234821549822229	0	0.000110410446058202	0	0.00106087600455819	0.000126910678972132	0	0.00200325404281084	0.000130880814078664	0.000313242574853965	0	0	0	0	0.00015482062702354	0	0	0	0	0	0	0	0	0	0	0.00398940279289095	0.00867747813910353	0.00524900897452955	0	0.000788264154152093	0.00653735177152961	0.00224525558207374	0	0.00147531976661686	0	0.00128339854743432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1776392	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Massiliomicrobiota	Massiliomicrobiota timonensis	0	0	0	0	0	0	0	0	0	0	0.000101420483775708	0.00106417704485204	0.00159921767624485	0.000308171497713479	0	0	0.000156650632868557	0.000486392947541263	0.000349211976539787	0.0636743806579365	0	0.000162331137941277	0.000698074342022408	0.000312552569182119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000360682416572191	0.00102097563578551	0.000913794760870705	0.00100061527324249	0.00598407908262434	0.000307042130872388	0.00225618274743253	0.000124060821282637	0.00176212044937426	0.000159471062077273	0	0	0	0.00101015528311213	0	0	0	0	0	0.00023810456208341	0	0	0	0	0	0	0	0
